西银河电视,#genre#
谍战剧场8M,http://116.162.6.191/hljbuv52.live.bestvcdn.com.cn/liveplay-kk.rtxapp.com/live/program/live/dzjc8m/8000000/mnf.m3u8
全球大片8M,http://116.162.6.191/hljbuv52.live.bestvcdn.com.cn/liveplay-kk.rtxapp.com/live/program/live/qqdp8m/8000000/mnf.m3u8
热门剧场8M,http://116.162.6.191/hljbuv52.live.bestvcdn.com.cn/liveplay-kk.rtxapp.com/live/program/live/rmjc8m/8000000/mnf.m3u8
陶瓷高清8M,http://116.162.6.191/hljbuv52.live.bestvcdn.com.cn/liveplay-kk.rtxapp.com/live/program/live/taocihd/8000000/mnf.m3u8
CETV中教1 8M,http://116.162.6.191/hljbuv52.live.bestvcdn.com.cn/liveplay-kk.rtxapp.com/live/program/live/zgjy1t8m/8000000/mnf.m3u8
CETV中教4 8M,http://116.162.6.191/hljbuv52.live.bestvcdn.com.cn/liveplay-kk.rtxapp.com/live/program/live/zgjy4hd8m/8000000/mnf.m3u8
卡酷少儿8M,http://116.162.6.191/hljbuv52.live.bestvcdn.com.cn/liveplay-kk.rtxapp.com/live/program/live/kkse8m/8000000/mnf.m3u8
纪实科教8M,http://116.162.6.191/hljbuv52.live.bestvcdn.com.cn/liveplay-kk.rtxapp.com/live/program/live/dajs8m/8000000/mnf.m3u8
茶频道8M,http://116.162.6.191/hljbuv52.live.bestvcdn.com.cn/liveplay-kk.rtxapp.com/live/program/live/cpdhdavs8m/8000000/mnf.m3u8
足球高清8M,http://116.162.6.191/hljbuv52.live.bestvcdn.com.cn/liveplay-kk.rtxapp.com/live/program/live/zqpd8m/8000000/mnf.m3u8
炫动卡通8M,http://116.162.6.191/hljbuv52.live.bestvcdn.com.cn/liveplay-kk.rtxapp.com/live/program/live/hhxd8m/8000000/mnf.m3u8
东方财经8M,http://116.162.6.191/hljbuv52.live.bestvcdn.com.cn/liveplay-kk.rtxapp.com/live/program/live/dfcjhd8m/8000000/mnf.m3u8
都市剧场8M,http://116.162.6.191/hljbuv52.live.bestvcdn.com.cn/liveplay-kk.rtxapp.com/live/program/live/dsjc8m/8000000/mnf.m3u8
动漫秀场8M,http://116.162.6.191/hljbuv52.live.bestvcdn.com.cn/liveplay-kk.rtxapp.com/live/program/live/dmxc8m/8000000/mnf.m3u8
法治天地8M,http://116.162.6.191/hljbuv52.live.bestvcdn.com.cn/liveplay-kk.rtxapp.com/live/program/live/fztd8m/8000000/mnf.m3u8
金色学堂8M,http://116.162.6.191/hljbuv52.live.bestvcdn.com.cn/liveplay-kk.rtxapp.com/live/program/live/jingsepd8m/8000000/mnf.m3u8
魅力足球8M,http://116.162.6.191/hljbuv52.live.bestvcdn.com.cn/liveplay-kk.rtxapp.com/live/program/live/mlyyhd8m/8000000/mnf.m3u8
湖北移动,#genre#
CCTV1HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226113/1.m3u8
CCTV1HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226691/1.m3u8
CCTV1HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226731/1.m3u8
CCTV2HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226567/1.m3u8
CCTV3HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226632/1.m3u8
CCTV4中文国际HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226683/1.m3u8
CCTV5HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226640/1.m3u8
CCTV5+HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226641/1.m3u8
CCTV6HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226643/1.m3u8
CCTV7HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226687/1.m3u8
CCTV8HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226635/1.m3u8
CCTV9HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226571/1.m3u8
CCTV10HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226680/1.m3u8
CCTV11HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226684/1.m3u8
CCTV12HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226560/1.m3u8
CCTV13HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226688/1.m3u8
CCTV14HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226685/1.m3u8
CCTV15HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226677/1.m3u8
CCTV17HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226642/1.m3u8
CCTV风云足球HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226719/1.m3u8
CCTV央视台球HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226716/1.m3u8
CCTV世界地理HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226720/1.m3u8
CCTV兵器科技HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226723/1.m3u8
CCTV第一剧场HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226736/1.m3u8
CCTV高尔夫网球HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226742/1.m3u8
CGTN HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226637/1.m3u8
CGTN法语HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226645/1.m3u8
CGTN西语HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226638/1.m3u8
CGTN俄语HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226658/1.m3u8
CGTN阿语HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226648/1.m3u8
CGTN记录HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226667/1.m3u8
CETV中教1HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226705/1.m3u8
CETV中教2[785*576],http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226601/1.m3u8
CETV中教4[785*576],http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226712/1.m3u8
湖北卫视HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226689/1.m3u8
湖南卫视HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226117/1.m3u8
浙江卫视HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226701/1.m3u8
江苏卫视HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226682/1.m3u8
东方卫视HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226674/1.m3u8
北京卫视HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226698/1.m3u8
天津卫视HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226693/1.m3u8
广东卫视HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226700/1.m3u8
深圳卫视HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226703/1.m3u8
东南卫视HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226692/1.m3u8
河南卫视HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226697/1.m3u8
山东卫视HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226695/1.m3u8
江西卫视HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226702/1.m3u8
甘肃卫视HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226721/1.m3u8
安徽卫视HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226696/1.m3u8
重庆卫视HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226243/1.m3u8
河北卫视HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226247/1.m3u8
海南卫视HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226246/1.m3u8
四川卫视HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226252/1.m3u8
贵州卫视HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226245/1.m3u8
吉林卫视HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226574/1.m3u8
广西卫视HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226570/1.m3u8
辽宁卫视HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226718/1.m3u8
黑龙江卫视HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226724/1.m3u8
陕西卫视,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226708/1.m3u8
新疆卫视,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226168/1.m3u8
西藏卫视,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226169/1.m3u8
山西卫视,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226174/1.m3u8
青海卫视,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226164/1.m3u8
宁夏卫视,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226173/1.m3u8
兵团卫视[785*576],http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226171/1.m3u8
云南卫视,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226566/1.m3u8
三沙卫视,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226663/1.m3u8
康巴卫视,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226725/1.m3u8
厦门卫视[785*576],http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226726/1.m3u8
延边卫视,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226732/1.m3u8
内蒙古卫视,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226166/1.m3u8
大湾区卫视,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226748/1.m3u8
山东教育卫视,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226652/1.m3u8
欢笑剧场4K,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226722/1.m3u8
欢笑剧场4K,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226729/1.m3u8
CHC动作电影HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226673/1.m3u8
CHC家庭影院HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226676/1.m3u8
CHC影迷电影HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226681/1.m3u8
卡酷少儿HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226177/1.m3u8
金鹰纪实HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226666/1.m3u8
金鹰卡通HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226715/1.m3u8
武术世界HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226707/1.m3u8
文物宝库HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226714/1.m3u8
快乐垂钓HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226671/1.m3u8
梨园频道HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226727/1.m3u8
茶频道HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226679/1.m3u8
哒啵赛事HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226694/1.m3u8
哒啵电竞HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226690/1.m3u8
体育HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226580/1.m3u8
咪咕体育HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226582/1.m3u8
湖北综合HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226628/1.m3u8
湖北经视HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226639/1.m3u8
湖北生活HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226655/1.m3u8
湖北教育HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226646/1.m3u8
湖北影视HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226649/1.m3u8
湖北垄上HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226631/1.m3u8
湖北公共新闻HD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226626/1.m3u8
CCTV怀旧剧场[1024*576],http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226710/1.m3u8
CCTV风云音乐,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226713/1.m3u8
CCTV女性时尚[1024*576],http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226730/1.m3u8
CCTV电视指南[1024*576],http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226717/1.m3u8
汽摩1024*576],http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226733/1.m3u8
环球奇观,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226634/1.m3u8
四海钓鱼,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226662/1.m3u8
先锋乒羽,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226668/1.m3u8
新动漫,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226670/1.m3u8
财富天下[785*576],http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226651/1.m3u8
书画,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226665/1.m3u8
老故事,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226739/1.m3u8
国学频道,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226629/1.m3u8
家有购物[1024*576],http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226650/1.m3u8
好享购物,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226647/1.m3u8
央广购物,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226660/1.m3u8
BesTVHD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226151/1.m3u8
BesTVHD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226190/1.m3u8
BesTVHD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
BesTVHD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8
BesTVHD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226193/1.m3u8
BesTVHD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226195/1.m3u8
BesTVHD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226188/1.m3u8
BesTVHD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
BesTVHD,http://111.4.254.12/hwcdntest.hb.chinamobile.com/PLTV/88888888/224/3221226194/1.m3u8
中国移动ITV,#genre#
CCTV16 4K,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000008000023254/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000008000023254
纯享4K,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000004000011651/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000004000011651
足球联赛16,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/3000000010000005180/index.m3u8?livemode=1&stbId=2&channel-id=FifastbLive&Contentid=3000000010000005180
欢笑剧场4K,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000007000010001/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000007000010001
足球联赛12,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/3000000010000015686/index.m3u8?livemode=1&stbId=2&channel-id=FifastbLive&Contentid=3000000010000015686
CCTV1 8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000018602/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000018602
CCTV2 8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000023315/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000023315
CCTV3 8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000013682/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000013682
CCTV4 8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031102/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031102
CCTV5 12M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000005000025222/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000005000025222
CCTV5+ 8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031127/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031127
CCTV6 8M,http://gslbservzqhsw.itv.cmvideo.cn/1000000001000001737/1.m3u8?channel-id=ystenlive&Contentid=1000000001000001737&livemode=1&stbId=3
CCTV7 8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000024341/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000024341
CCTV8 8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000003736/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000003736
CCTV9 8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000014583/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000014583
CCTV10 8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000023734/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000023734
CCTV11 8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031106/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031106
CCTV12 8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000032494/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000032494
CCTV13 8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031108/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031108
CCTV14 8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000008170/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000008170
CCTV15 8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031109/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031109
CCTV16 8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000008000023253/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000008000023253
CCTV17 8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000006000268004/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000006000268004
CGTN 4M,http://gslbservzqhsw.itv.cmvideo.cn/1000000002000009569/1.m3u8?channel-id=ystenlive&Contentid=1000000002000009569&livemode=1&stbId=3
CETV1 4M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000002000002652/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000002000002652
CETV4 8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031126/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031126
北京卫视8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000021288/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000021288
湖南卫视8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000032695/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000032695
浙江卫视8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000014260/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000014260
江苏卫视8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000001828/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000001828
东方卫视8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000005866/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000005866
东南卫视8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000004000010584/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000004000010584
云南卫视8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031120/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031120
吉林卫视8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031117/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031117
四川卫视8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000004000006119/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000004000006119
天津卫视8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000003475/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000003475
安徽卫视8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000030159/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000030159
山东卫视8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000016568/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000016568
广东卫视8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000014176/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000014176
广西卫视8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031118/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031118
江西卫视8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000006000268001/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000006000268001
河北卫视8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000006000040016/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000006000040016
河南卫视8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031119/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031119
海南卫视8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000004000006211/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000004000006211
深圳卫视8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000009227/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000009227
湖北卫视8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000024621/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000024621
甘肃卫视8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031121/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031121
贵州卫视8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000004000025843/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000004000025843
辽宁卫视8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000001945/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000001945
重庆卫视8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000001096/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000001096
青海卫视4M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000002000013359/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000002000013359
黑龙江卫视8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000001925/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000001925
卡酷少儿8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/7851974109718180595/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=7851974109718180595
纪实科教8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/1000000001000001910/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000001000001910
上视七彩戏剧8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031116/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031116
上视东方影视4M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000010000032212/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000010000032212
上视东方财经8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000007000010003/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000007000010003
上视乐游8M,http://gslbservzqhsw.itv.cmvideo.cn/0000000000001000/5000000011000031112/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031112
